id,titel,beruf,arbeitgeber,eintrittsdatum,aktuelleVeroeffentlichungsdatum,ort,region,plz,land
10000-1205223373-S,Teamassistenz Marketing (m/w/d),Marketingfachkraft/-assistent/in,leguano GmbH,2026-01-23,2026-01-23,Buchholz (Westerwald),Rheinland-Pfalz,53567,Deutschland
10001-1002427002-S,Marketing Manager (m/w/d),Content-Marketing-Manager/in,SUNLIFE-Sales GmbH,2026-01-15,2026-01-15,Stuttgart,Baden-Württemberg,70567,Deutschland
14418-45572-1763872-0-S,Marketing Mitarbeiter (m/w/d) Grafikdesign und Events,Fachkaufmann/-frau - Marketing,Schmieder GmbH Unternehmensberatung,2026-04-01,2026-03-31,Friedrichshafen,Baden-Württemberg,88045,Deutschland
10001-1002753978-S,Marketing & Sales (m/w/d),Marketingfachkraft/-assistent/in,R.Wulfmeyer Aircraft Interior GmbH & Co. KG,2026-03-12,2026-03-12,"Langenhagen, Han",Niedersachsen,30855,Deutschland
10001-1002746667-S,Marketing Allrounder (w/m/d),Marketingfachkraft/-assistent/in,two S GmbH,2026-03-12,2026-03-11,Sittensen,Niedersachsen,27419,Deutschland
13884-329750-S,Werkstudent Marketing (m/w/d),Onlinemarketing-Manager/in,AUDIA AKUSTIK GMBH,2026-03-27,2026-03-27,Erfurt,Thüringen,Unbekannt,Deutschland
10001-1002856393-S,Marketing Manager International (m/w/d),"Betriebswirt/in (Hochschule) - Werbung, Marketingkommunikation",SWL Medizin GmbH,2026-04-01,2026-03-31,Eppertshausen,Hessen,64859,Deutschland
10001-1002751043-S,Marketing Manager (m/w/d),Betriebswirt/in (Fachschule) - Marketingkommunikation/Bachelor Professional in Wirtschaft,Handwerkskammer Südwestfalen,2026-03-16,2026-03-12,"Arnsberg, Westfalen",Nordrhein-Westfalen,59821,Deutschland
17825-0009f3003e4001-S,Marketing,Marketingfachkraft/-assistent/in,Unternehmensgruppe Graf v. Oeynhausen-Sierstorpff GmbH & Co. Holding,2026-03-31,2025-07-18,Bad Driburg,Nordrhein-Westfalen,33014,Deutschland
13635-5e29941d_JB5104715-S,Head of Influencer Marketing Marketing (m/w/d),Influencer-Marketing-Manager/in,dieseo GmbH,2026-03-24,2026-03-24,Kiel,Schleswig-Holstein,24103,Deutschland
13635-b8433ae3_JB5104714-S,Influencer Marketing Manager (m/w/d),Influencer-Marketing-Manager/in,dieseo GmbH,2026-03-24,2026-03-24,Kiel,Schleswig-Holstein,24103,Deutschland
10001-1002714186-S,Marketing Manager (m/w/d),"Betriebswirt/in (Hochschule) - Werbung, Marketingkommunikation",Elektro-Conze GmbH,2026-03-11,2026-03-05,Etzbach,Rheinland-Pfalz,57539,Deutschland
10001-1001519049-S,Senior Marketing Manager (m/w/d),Leiter/in - Marketing,Vauth-Sagel Holding GmbH & Co. KG,2025-11-12,2025-06-20,"Brakel, Westfalen",Nordrhein-Westfalen,33034,Deutschland
10001-1000862701-S,Marketing Referent (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Aschert & Bohrmann GmbH,2024-11-15,2024-11-15,Köln,Nordrhein-Westfalen,50858,Deutschland
12951-1bf3cd69-775d-4e9c--S,Ausbildung zum Gestalter/in für visuelles Marketing (m/w/d) ,Gestalter/in - visuelles Marketing,Tom Geist | creating atmospheres.,2026-03-31,2026-03-31,Dreieich,Hessen,63303,Deutschland
17140-2026tnd0q9yv-000-S,Abteilungsleiter/in Marketing Vertrieb (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Walbusch GmbH & Co. KG,2026-05-01,2026-03-03,Solingen,Nordrhein-Westfalen,42646,Deutschland
12908-061258657-S,Digital Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,ARBURG GmbH + Co KG,2026-03-17,2026-03-17,Loßburg,Baden-Württemberg,72290,Deutschland
10000-1205266468-S,Marketing Manager/in (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Agentur Neun GmbH,2026-04-01,2026-01-27,Ettlingen,Baden-Württemberg,76275,Deutschland
10000-1206022711-S,Bürohilfe - Werbematerial & Marketing (m/w/d),Bürogehilf(e/in),trendy Herstellungs- und Vertriebsgesellschaft mbH,2026-03-31,2026-03-31,Hintersee bei Ueckermünde,Mecklenburg-Vorpommern,17375,Deutschland
11112-1388-1760227-0-S,Experiential Marketing Manager   (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Haas Zeitarbeit GmbH,2026-04-01,2026-03-16,München,Bayern,80807,Deutschland
13319-860861/1_598152LS-S,Teamleiter CRM Marketing  (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Hays AG,2026-02-27,2026-02-11,Stuttgart,Baden-Württemberg,Unbekannt,Deutschland
16170-3078302_3952900-S,Werkstudent Marketing & Öffentlichkeitsarbeit (m/w/d),Fachkaufmann/-frau - Marketing,Franziskuswerk Schönbrunn gGmbH für Menschen mit Behinderung,2026-09-01,2026-02-13,"Röhrmoos, Kreis Dachau",Bayern,85244,Deutschland
12032-R622CB2E1-S,Teamlead Marketing (m/w/d),Marketingfachkraft/-assistent/in,DIEPA GmbH,2026-03-19,2026-03-19,Magdeburg,Sachsen-Anhalt,39126,Deutschland
18094-k60154.1194-S,Mitarbeiter im Marketing (m/w/d),Marketingfachkraft/-assistent/in,GfG Gesellschaft für Gerätebau mbH,2026-03-17,2026-01-29,Dortmund,Nordrhein-Westfalen,44143,Deutschland
13319-860178/1_597624LS-S,Performance Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Hays AG,2026-02-19,2026-02-06,"Ludwigsburg, Württemberg",Baden-Württemberg,Unbekannt,Deutschland
13348-1538781-1-S,Praktikum im Bereich Marketing,Betriebswirt/in (Hochschule) - Marketing,Deutsche Lufthansa AG,2026-03-27,2026-02-13,"Freising, Oberbayern",Bayern,85356,Deutschland
10001-1002451918-S,Marketing Manager (m/w/d),Content-Marketing-Manager/in,Rocco Pfeiffer,2026-03-26,2026-01-20,Ilsfeld,Baden-Württemberg,74360,Deutschland
10001-1002494399-S,Sachbearbeiter (m/w/d) im Marketing,Marketingfachkraft/-assistent/in,Pneuhage Management GmbH & Co. KG,2026-03-11,2026-01-27,"Karlsruhe, Baden",Baden-Württemberg,76229,Deutschland
10000-1205891367-S,Vertriebsmitarbeiter im Innendienst mit Schwerpunkt Marketing (m/w/d),Betriebswirt/in (Hochschule),STC Germany GmbH,2026-03-26,2026-03-19,Frontenhausen,Bayern,84160,Deutschland
10001-1002726649-S,Werkstudent/in Marketing & Vertrieb (m/w/d),Content-Marketing-Manager/in,Hexflow GmbH,2026-03-09,2026-03-09,Großenwiehe,Schleswig-Holstein,24969,Deutschland
17716-0063923570-S,Mitarbeiter Marketing & Unternehmenskommunikation (w/m/d),Bauleiter/in,Axians Rhön-Montage GmbH,2026-04-02,2026-04-01,"Möglingen, Kreis Ludwigsburg, Württ.",Baden-Württemberg,71696,Deutschland
10001-1002810854-S,Referentin oder Referent (w/m/d) Marketing und Kommunikation,Betriebswirt/in (Hochschule) - Marketing,Hochschule für angewandte Wissenschaften Kempten Land Bayern,2026-03-24,2026-03-23,Kempten (Allgäu),Bayern,87435,Deutschland
10001-1000869469-S,Marketing- und Vertriebsmanager (m/w/d),Influencer-Marketing-Manager/in,DP-Nest GmbH RA Frank Graaf Insolvenzverwalter,2024-11-19,2024-11-18,Langenfeld (Rheinland),Nordrhein-Westfalen,40764,Deutschland
10001-1002438606-S,Praktikum Online Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Casida GmbH,2026-01-19,2026-01-19,"Werdau, Sachsen",Sachsen,08412,Deutschland
10001-1002697145-S,Marketing Manager (m/w/d),Content-Marketing-Manager/in,53acht GmbH,2026-03-18,2026-03-03,Barßel,Niedersachsen,Unbekannt,Deutschland
10001-1002860530-S,Mitarbeiter (m/w/d) für Marketing & Werbung,Marketingfachkraft/-assistent/in,Mediterranis GmbH & Co. KG,2026-04-01,2026-04-01,Harrislee,Schleswig-Holstein,24955,Deutschland
10001-1002790269-S,Kommunikation und Marketing (m/w/d),Marketingfachkraft/-assistent/in,Stadtmarketing Georgsmarienhütte GmbH,2026-03-19,2026-03-19,Georgsmarienhütte,Niedersachsen,49124,Deutschland
10001-1002790647-S,Marketing Content Specialist (m/w/d),Content-Marketing-Manager/in,EAO Automotive GmbH & Co.KG,2026-03-20,2026-03-19,Auerbach/Vogtland,Sachsen,08209,Deutschland
18024-10Q4r00000r09-S,Mitarbeiter Vertriebsmanagement/Marketing (m/w/d),Bankkaufmann/-frau,VR PartnerBank eG Chattengau-Schwalm-Eder,2026-05-01,2026-04-02,Melsungen,Hessen,Unbekannt,Deutschland
10000-1205064972-S,Marketing Manager (m/w/d) Vorstandskommunikation,Betriebswirt/in (Hochschule) - Marketing,Köster GmbH,2026-02-09,2026-02-09,Osnabrück,Niedersachsen,49080,Deutschland
10001-1002842018-S,Werkstudenten im Marketing (m/w/d),"Betriebswirt/in (Hochschule) - Werbung, Marketingkommunikation",Erhardt+Leimer GmbH,2026-03-27,2026-03-27,Stadtbergen,Bayern,86391,Deutschland
16185-HSUJ30K4H7NUE9QO-S, Product Marketing Manager (m/w/d),Leiter/in - Marketing Kommunikation,tempster GmbH,2026-03-04,2026-03-04,Zusmarshausen,Bayern,86441,Deutschland
10001-1002807494-S,Sales- und Marketing Manager (m/w/d),Marketingfachkraft/-assistent/in,Chemische Werke Kluthe GmbH,2026-03-26,2026-03-23,"Oberhausen, Rheinland",Nordrhein-Westfalen,46149,Deutschland
16185-GYTC1L41F5IIGKTB-S, Product Marketing Manager (m/w/d),Performance-Marketing-Manager/in,tempster GmbH,2026-03-04,2026-03-04,Zusmarshausen,Bayern,86441,Deutschland
16842-2025l4av0y0m-000-S,Strategic Marketing Manager,Betriebswirt/in (Hochschule) - Marketing,meurer Verpackungssysteme GmbH,2026-04-01,2025-12-22,"Fürstenau bei Bramsche, Hase",Niedersachsen,49584,Deutschland
13643-604543LS-S,E-Commerce Manager Amazon (m/w/d) - Content & Marketing,Betriebswirt/in (Hochschule) - Marketing,Michael Page GmbH,2026-03-31,2026-03-31,Frankfurt am Main,Hessen,Unbekannt,Deutschland
15986-22978-1-S,Praktikant Marketing Communication (m/w/d),Leiter/in - Marketing Kommunikation,BSH Hausgeräte GmbH,2026-02-23,2026-02-18,München,Bayern,81739,Deutschland
10001-1002037282-S,Gestalter (m/w/d) visuelles Marketing,Gestalter/in - visuelles Marketing,Schmid GmbH,2026-09-01,2025-10-23,"Augsburg, Bayern",Bayern,86150,Deutschland
15086-44019514-36-S,Product Marketing Manager (w/m/d),Performance-Marketing-Manager/in,Bechtle AG,2026-03-11,2026-03-07,Rostock,Mecklenburg-Vorpommern,18057,Deutschland
10001-1002441401-S,Werkstudent:in – Performance Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,ibc AG,2026-04-01,2026-01-19,Aachen,Nordrhein-Westfalen,52072,Deutschland
20237-BB-636778-7878-7190-S,Junior Projektmanager Marketing (m/w/d),Marketingfachkraft/-assistent/in,Zewotherm Heating GmbH - Zentrale,2026-04-01,2026-04-01,Remagen,Rheinland-Pfalz,53424,Deutschland
10000-1192426132-S,Brand Marketing,Influencer-Marketing-Manager/in,alfatraining Bildungszentrum GmbH,2026-04-13,2025-02-10,Mannheim,Baden-Württemberg,68161,Deutschland
10000-1192425118-S,Brand Marketing,Influencer-Marketing-Manager/in,alfatraining Bildungszentrum GmbH,2026-04-13,2025-02-10,Stuttgart,Baden-Württemberg,70174,Deutschland
10000-1199873971-S,Gestalter für visuelles Marketing (m/w/d),Gestalter/in - visuelles Marketing,Trendwerk Studios GmbH & Co. KG,2026-08-01,2024-08-23,Horn-Bad Meinberg,Nordrhein-Westfalen,32805,Deutschland
10001-1002027537-S,Marketing & Sales (m/w/d),Marketingfachkraft/-assistent/in,Weise Software GmbH,2026-02-04,2025-10-22,Dresden,Sachsen,01187,Deutschland
10001-1002865773-S,Marketing und Kommunikation (für die Museen des Landkreises),Kommunikationswissenschaftler/in,Landkreis Oberspreewald-Lausitz,2026-04-02,2026-04-01,"Senftenberg, Niederlausitz",Brandenburg,01968,Deutschland
12908-061411930-S,Head of Online-Marketing & E-Commerce (m/w/d),Leiter/in - Marketing,Carl Wilhelm Clasen GmbH,2026-03-27,2026-03-27,Unbekannt,Schleswig-Holstein,21493,Deutschland
10001-1000468212-S,Studentische Hilfskraft im Marketing (m/w/d),Gestalter/in - visuelles Marketing,ANOVA GmbH,2026-03-27,2025-01-24,Sindelfingen,Baden-Württemberg,71063,Deutschland
10001-1002793650-S,Trade Marketing Manager (m/w/d),Produktmanager/in,INCEPTOR GmbH,2026-04-02,2026-03-19,München,Bayern,80336,Deutschland
10001-1000422723-S,Marketing,Recruiter/in,Bencinic & Sons GbR,2024-12-03,2024-07-07,Pielenhofen,Bayern,93188,Deutschland
10001-1000422721-S,Marketing,Recruiter/in,Bencinic & Sons GbR,2024-07-08,2024-07-07,Pielenhofen,Bayern,93188,Deutschland
10000-1203239990-S,Werkstudent (w/m/d) Marketing/Vertrieb,Betriebswirt/in (Hochschule) - Marketing,Schätz GmbH Technischer Großhandel,2026-03-05,2025-07-25,Wolfertschwenden,Bayern,87787,Deutschland
19135-0063708724-S,Werkstudent Trade Marketing (w/m/d),Betriebswirt/in (Fachschule) - Absatz/Marketing/Bachelor Professional in Wirtschaft,Lorenz Snacks GmbH & Co KG,2026-05-01,2026-03-24,Offenbach am Main,Hessen,63067,Deutschland
16818-100827532-S,Online Marketing (m/w/d),Onlinemarketing-Manager/in,doubleSlash Net-Business GmbH,2026-04-23,2026-03-23,Friedrichshafen,Baden-Württemberg,88046,Deutschland
10001-1001940407-S,Sachbearbeiter Digitales Marketing (m/w/d),Betriebswirt/in (Hochschule) - Marketing,adesta GmbH & Co. KG,2026-03-24,2025-10-04,Langen (Hessen),Hessen,63225,Deutschland
10001-1001975241-S,Dialog Marketing Manager (m/w/d),Betriebswirt/in (Hochschule) - Marketing,adesta GmbH & Co. KG,2026-03-16,2025-10-10,Darmstadt,Hessen,64283,Deutschland
10001-1002659237-S,Performance Marketing Manager (m/w/d),Performance-Marketing-Manager/in,xquer GmbH,2026-03-27,2026-02-24,Bad Kreuznach,Rheinland-Pfalz,55543,Deutschland
10001-1002523899-S,Werkstudentin Marketing (m/w/d),Kommunikationswissenschaftler/in,Pinguin Druck GmbH,2026-03-27,2026-02-02,Berlin,Berlin,10405,Deutschland
15639-444306651-S,Teamleitung Marketing (m/w/d),Betriebswirt/in (Fachschule) - Marketingkommunikation/Bachelor Professional in Wirtschaft,Zeppelin Systems GmbH,2026-04-01,2026-02-16,Friedrichshafen,Baden-Württemberg,88045,Deutschland
15284-k44754.20891-S,Marketing Assistenz (m/w/d),Marketingfachkraft/-assistent/in,Findehotelpersonal GmbH,2026-03-17,2025-07-13,Eckernförde,Schleswig-Holstein,24340,Deutschland
16144-97b28352_JB4959941-S,FOS-Praktikum Marketing,Betriebswirt/in (Hochschule) - Marketing,Raiffeisen Waren GmbH Geschäftsführung,2026-08-01,2025-10-23,"Kassel, Hessen",Hessen,34117,Deutschland
10001-1002734105-S,Vertriebsassistent/in im Marketing in Wernigerode (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,RegioAssist GmbH,2026-03-12,2026-03-10,Wernigerode,Sachsen-Anhalt,38855,Deutschland
12811-2213321-S,"Head of Digital Marketing (m/w/d), Dortmund",Leiter/in - Marketing,Dr. Ausbüttel GmbH & Co. KG,2026-03-26,2026-03-26,Dortmund,Nordrhein-Westfalen,44149,Deutschland
10001-1000361047-S,Bachelorthesis im Marketing und Vertrieb,Betriebswirt/in (Hochschule) - Marketing,SPAES GmbH & Co. KG,2025-09-14,2024-11-05,"Karlsruhe, Baden",Baden-Württemberg,76229,Deutschland
10001-1002055704-S,Gestalter für visuelles Marketing (m/w/d),Gestalter/in - visuelles Marketing,Anton Limbach,2025-10-29,2025-10-27,"Asbach, Westerwald",Rheinland-Pfalz,53567,Deutschland
10000-1204767683-S,Referent Marketing mit Schwerpunkt Projektmanagement (m/w/d),Betriebswirt/in (Hochschule) - Marketing,Assmann Büromöbel GmbH & Co. KG,2026-03-12,2025-12-08,"Melle, Wiehengeb",Niedersachsen,49324,Deutschland
12122-203375-1755097-0-S,Junior Mitarbeiter Marketing (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Persona Service AG & Co.KG Ulm,2026-02-21,2026-02-20,"Vöhringen, Iller",Bayern,89269,Deutschland
10001-1002643661-S,Marketing & Content Manager (m/w/d),Marketingfachkraft/-assistent/in,Ibency GmbH,2026-03-25,2026-02-22,Bochum,Nordrhein-Westfalen,44803,Deutschland
17560-720119608134472-S,Teamassistenz Marketing (m/w/d),Bürokaufmann/-frau,AlphaConsult Premium KG,2026-03-21,2026-03-21,"Chemnitz, Sachsen",Sachsen,09111,Deutschland
14751-103A13252-S,HR-Spezialist (m/w/d) Marketing,Personaldienstleistungskaufmann/-frau,OPTIPER GmbH - Niederlassung Hohenkirchen,2026-04-01,2026-04-01,Ohrdruf,Thüringen,99885,Deutschland
12117-28833537-YF-S,Bereichsleitung Vertrieb / Marketing / Head of Marketing & Sales (m/w/d),Leiter/in - Marketing,BKK Diakonie,2026-04-01,2026-04-01,Bielefeld,Nordrhein-Westfalen,33617,Deutschland
14332-00002f27fb7002-S,Performance Marketing Manager (m/w/d),Content-Marketing-Manager/in,Rhenus Office Systems GmbH,2026-03-20,2026-02-19,Dortmund,Nordrhein-Westfalen,44143,Deutschland
13243-16075023-JB-S,Marketing Automation Expert (m/w/d),Marketingfachkraft/-assistent/in,move:elevator GmbH,2026-04-02,2026-04-02,"Oberhausen, Rheinland",Nordrhein-Westfalen,46045,Deutschland
13243-16217389-JB-S,Junior Marketing Manager (m/w/d),Marketingfachkraft/-assistent/in,Vendosoft GmbH,2026-04-02,2026-04-02,Inning am Ammersee,Bayern,82266,Deutschland
13243-NOF16215662-JB-S,Marketing Marken- und Kampagnenmanager (m/w/d),Marketingfachkraft/-assistent/in,Bohnenkamp SE,2026-04-02,2026-04-02,Osnabrück,Niedersachsen,49074,Deutschland
13243-16070356-JB-S,Werkstudent*in (m/w/d) Unternehmenskommunikation & Marketing,Marketingfachkraft/-assistent/in,ZEAG Energie AG,2026-04-02,2026-04-02,"Heilbronn, Neckar",Baden-Württemberg,74076,Deutschland
18024-10Q4L00005g06-S,Marketing Manager (m/w/d) mit Schwerpunkt Eventmanagement,Event-Manager/in,Volksbank eG - Die Gestalterbank,2026-05-02,2026-04-02,Offenburg,Baden-Württemberg,Unbekannt,Deutschland
13348-1542542-1-S,Praktikum im Bereich Marketing,Betriebswirt/in (Hochschule) - Marketing,Deutsche Lufthansa AG,2026-02-25,2026-02-24,"Freising, Oberbayern",Bayern,85356,Deutschland
10001-1001642355-S,Werkstudium internes Marketing (w/m/d),Fachkaufmann/-frau - Marketing,Schneider Electric GmbH,2025-08-01,2025-07-31,Regensburg,Bayern,93055,Deutschland
13348-1556375-1-S,Internship Paid & Owned Media Marketing,Betriebswirt/in (Hochschule) - Marketing,Deutsche Lufthansa AG,2026-04-01,2026-03-31,"Freising, Oberbayern",Bayern,85356,Deutschland
10001-1001284370-S,Mitarbeiter Marketing (w/m/d),Betriebswirt/in (Hochschule) - Marketing,ATC Handels GmbH,2026-03-10,2025-03-26,Borstel-Hohenraden,Schleswig-Holstein,25494,Deutschland
10001-1002675129-S,Leiter Vertrieb & Marketing (m/w/d),Sales-Manager/in,Günthart & Co. KG,2026-03-27,2026-02-26,Calw,Baden-Württemberg,Unbekannt,Deutschland
13635-5a533b05_JB5093913-S,Fachkraft Marketing und Vertrieb (m/w/d),Fachkraft - Marketing/Verkauf/Vertrieb,Gemeinnützige Werkstätten und Wohnstätten GmbH,2026-05-01,2026-03-13,Gärtringen,Baden-Württemberg,71116,Deutschland
10001-1002840404-S,Teamlead Trade Marketing International (m/w/d),"Gruppen-, Teamleiter/in",Vitakraft pet care GmbH & Co. KG,2026-03-31,2026-03-27,Achim bei Bremen,Niedersachsen,28832,Deutschland
10000-1198935660-S,Werkstudent/in Content-Marketing (m/w/d),Content-Manager/in,Marketing Mittelrhein Strategieberatungs GmbH,2024-10-10,2024-05-16,Neuwied,Rheinland-Pfalz,56567,Deutschland
10001-1000210438-S,Praktikum / Trainee im Marketing (m/w/d),Marketingfachkraft/-assistent/in,Marketing Mittelrhein Strategieberatungs GmbH,2024-10-10,2024-05-13,Neuwied,Rheinland-Pfalz,56567,Deutschland
14225-9fdde041828a5293-S,Marketing Manager (m/w/d),Brand-Manager/in,Collomix GmbH,2026-04-01,2026-03-30,Gaimersheim,Bayern,85080,Deutschland
10001-1002359034-S,Assistenz der Geschäftsführung / Marketing (m/w/d),Content-Marketing-Manager/in,NRG solutions GmbH,2026-04-01,2026-01-04,Bad Lippspringe,Nordrhein-Westfalen,33175,Deutschland
10000-1203812746-S,Werksstudent (m/w/d) Sales Marketing,Betriebswirt/in (Hochschule) - Marketing,Generali Deutschland Services GmbH,2026-01-23,2025-09-18,Saarbrücken,Saarland,Unbekannt,Deutschland
12608-1391928-5082-1-S,Teamleiter Logistik (m/w/d),Leiter/in - Logistik,toom Baumarkt GmbH,2026-04-03,2026-04-02,Sigmaringen,Baden-Württemberg,72488,Deutschland
12608-1391963-8258-1-S,Teamleiter Logistik (m/w/d),Leiter/in - Logistik,toom Baumarkt GmbH,2026-04-03,2026-04-02,Leutkirch im Allgäu,Baden-Württemberg,88299,Deutschland
16818-100798564-S,Logistik (m/w/d),Assistent/in - Logistik,PAUL HARTMANN AG,2026-04-23,2026-03-23,Lörrach,Baden-Württemberg,79539,Deutschland
12916-0013X0333044862-S,Teamleitung Logistik (m/w/d),Leiter/in - Logistik,JOBAG Personal GmbH,2026-04-01,2026-04-01,Hilden,Nordrhein-Westfalen,40724,Deutschland
11852-937216827-S,Sachbearbeiter Logistik (m/w/d),Sachbearbeiter/in - Logistik,TimePartner Personalmanagement GmbH,2026-04-02,2026-04-02,"Salem, Baden",Baden-Württemberg,88682,Deutschland
12608-1392104-8245-1-S,Teamleiter Logistik (m/w/d),Leiter/in - Logistik,toom Baumarkt GmbH,2026-04-03,2026-04-02,Rodgau,Hessen,63110,Deutschland
19220-d0241453dc28c520-S,Nachwuchsführungskraft Logistik (m/w/d),Leiter/in - Logistik,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-03-31,Meineweh,Sachsen-Anhalt,06721,Deutschland
19220-db58b1e28f517cc5-S,Führungskraft Logistik (m/w/d),Leiter/in - Logistik,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-03-31,Meineweh,Sachsen-Anhalt,06721,Deutschland
12916-0011X0333044526-S,Teamleiter Logistik (m/w/d),Fachkraft - Logistik/Materialwirtschaft,JOBAG Personal GmbH,2026-04-01,2026-04-01,"Lich, Hessen",Hessen,35423,Deutschland
10001-1002731306-S,Logistik Koordinator (m/w/d),Sachbearbeiter/in - Logistik,Brinkmann System Logistik GmbH,2026-03-09,2026-03-09,Gehrde bei Bersenbrück,Niedersachsen,49596,Deutschland
10001-1001445866-S,Teamleiter Logistik (m/w/d),Leiter/in - Logistik,GRIESHABER Logistik GmbH,2026-03-06,2025-05-22,Köln,Nordrhein-Westfalen,50997,Deutschland
10001-1002858701-S,Sachbearbeiter (m/w/d) in der Logistik,Sachbearbeiter/in - Logistik,AMADEUS FIRE AG,2026-04-01,2026-03-31,Unterschleißheim,Bayern,85716,Deutschland
12117-28783334-YF-S,Abteilungsleiter/in Logistik (m/w/d),Leiter/in - Logistik,Meyer Seals Alfelder Kunststoffwerke Herm. Meyer GmbH,2026-04-01,2026-04-01,Alfeld (Leine),Niedersachsen,31061,Deutschland
12117-28769218-YF-S,Leitung Logistik (m/w/d),Leiter/in - Logistik,Aerzener Brot und Kuchen GmbH,2026-04-01,2026-04-01,Aerzen,Niedersachsen,31855,Deutschland
11119-4767047256-S,Sachbearbeiter Logistik (m/w/d),Sachbearbeiter/in - Logistik,Herrmann Personaldienste GmbH,2026-04-03,2026-04-02,Krefeld,Nordrhein-Westfalen,47809,Deutschland
11119-4767049985-S,Sachbearbeiter Logistik (m/w/d),Sachbearbeiter/in - Logistik,Herrmann Personaldienste GmbH,2026-04-03,2026-04-02,"Essen, Ruhr",Nordrhein-Westfalen,45127,Deutschland
12265-407551_JB5109807-S,Leiter Logistik (m/w/d),Leiter/in - Logistik,FERCHAU GmbH Niederlassung Potsdam,2026-04-01,2026-03-30,Potsdam,Brandenburg,14469,Deutschland
19632-2ZDX8N3ONVX01WWC-S,Sachbearbeiter - Logistik (m/w/d),Sachbearbeiter/in - Logistik,PLSH Personal-Logistik- Service Heilbronn GmbH,2026-03-15,2026-03-15,Bad Friedrichshall,Baden-Württemberg,74177,Deutschland
19632-YR8DZUTKAESI2MH3-S,Sachbearbeiter - Logistik (m/w/d),Sachbearbeiter/in - Logistik,PLSH Personal-Logistik- Service Heilbronn GmbH,2026-03-15,2026-03-15,Abstatt,Baden-Württemberg,74232,Deutschland
11119-4762540786-S,Teamleiter Logistik (m/w/d),Leiter/in - Logistik,Randstad Deutschland,2026-04-01,2026-03-31,"Lich, Hessen",Hessen,35423,Deutschland
10001-1002846481-S,Disponent (m/w/d) Logistik,Betriebswirt/in (Hochschule) - Logistik,Aschert & Bohrmann GmbH,2026-03-30,2026-03-30,Köln,Nordrhein-Westfalen,Unbekannt,Deutschland
12908-060673913-S,Projektkoordinator Logistik (m/w/d),Betriebswirt/in (Hochschule) - Logistik,Müller Holding GmbH & Co. KG,2026-04-01,2026-04-01,Unbekannt,Baden-Württemberg,89081,Deutschland
